Record ID,Paper ID,Year,species name,taxon,population,study coordinates,population type,study type,sex,age,# id/pedigree,# records,# id w records,# sires,# dams,# families,depth of ped,trait name,trait category,Mean standardized,Trait mean,Variance standardized,Trait SD,treatment/group,fixed eff of partner trait,other fixed eff,Mean group size,VA,V IGE,VPE (foc),VPE (soc),V other 1,V other 2,V other 3,V other 4,V other 5,V other 6,V residual,Total V phen,h2,social_h2,r A-IGE,r PE-PE(S),cov A-IGE,cov  PE-PE(S),V_tbv,T2,data location,Screener ID,notes,Second-Screener ID,Second-Screener notes,excluded_during_data_extraction,Decision,changes_after_second_screening,final comments,data_transf,trait_mean_transf,trait_error_distrib,estimates_scale_nongauss,vp_group_formula
25,IGE0406,NA,Drosophila serrata,arthropods,"University of Queensland, AUS",NA,wild,experimental,M,ad,NA,324,324,NA,NA,NA,NA,"Z,Z-5,9-C29:2",metabolism & physiology,No,NA,No,NA,NA,no,yes,2,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 3,FS,a lot of info is missing on the other components in the model; this paper need thorough rechecking,MM,"MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ",no,Revise,NA,NA,non_transf,NA,gaussian,NA,NA
26,IGE0406,NA,Drosophila serrata,arthropods,"University of Queensland, AUS",NA,wild,experimental,M,ad,NA,324,324,NA,NA,NA,NA,2-Me-C30,metabolism & physiology,No,NA,No,NA,NA,no,yes,2,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Table 3,FS,a lot of info is missing on the other components in the model; this paper need thorough rechecking,MM,"MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ",no,Revise,NA,NA,non_transf,NA,gaussian,NA,NA
27,IGE0920,NA,Sus scrofa,mammals,"Institute for Pig Genetics, Beilen, The Netherlands",NA,captive,experimental,both,ad,19674,14032,14032,397,580,NA,3,growth rate,development,No,841,No,NA,NA,no,yes,8.5,"1,522",51,NA,"1,371",236,NA,NA,NA,NA,NA,"3,221","7,324",0.36,NA,0.2,NA,56,NA,"5,208",0.71,Table 5 (Model 3),FS,"8.5 mean group size used in analyses; growth rate quant gen estimates are also reported for two treatments (restricted/ad libitum food) but I selected the model with all ids as per protocol; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)",MM,"MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
",no,Revise,"changed mean group size, h2 set to NA","V other 1 is litter;
heritability is estimated from model with no social effects (Model 1) as 0.36
",non_transf,NA,gaussian,NA,yes
28,IGE0920,NA,Sus scrofa,mammals,"Institute for Pig Genetics, Beilen, The Netherlands",NA,captive,experimental,both,ad,19674,14032,14032,397,580,NA,3,back fat thickness,morphology,No,16.9,No,NA,NA,no,yes,8.5,2.75,0.009,NA,0.38,0.16,NA,NA,NA,NA,NA,4.36,7.79,0.36,NA,-0.02,NA,-0.003,NA,3.19,0.41,Table 5 (Model 3),FS,"8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)",MM,"MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
",no,Revise,"changed mean group size, h2 set to NA","V other 1 is litter;
heritability is estimated from model with no social effects (Model 1) as 0.36
",non_transf,NA,gaussian,NA,yes
29,IGE0920,NA,Sus scrofa,mammals,"Institute for Pig Genetics, Beilen, The Netherlands",NA,captive,experimental,both,ad,19674,14032,14032,397,580,NA,3,muscle depth,morphology,No,57.6,No,NA,NA,no,yes,8.5,6.68,0.027,NA,0.66,0.85,NA,NA,NA,NA,NA,23.13,32.17,0.25,NA,0.33,NA,0.14,NA,10.35,0.32,Table 5 (Model 3),FS,"8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)",MM,"MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
",no,Revise,"changed mean group size, h2 set to NA","V other 1 is litter;
heritability is estimated from model with no social effects (Model 1) as 0.25
",non_transf,NA,gaussian,NA,yes
30,IGE0920,NA,Sus scrofa,mammals,"Institute for Pig Genetics, Beilen, The Netherlands",NA,captive,experimental,both,ad,19674,4342,4342,397,580,NA,3,feed intake,metabolism & physiology,No,2141,No,NA,NA,no,yes,8.5,"16,950",596,NA,"28,909","2,620",NA,NA,NA,NA,NA,"37,080","98,535",0.41,NA,0.38,NA,"1,215",NA,"68,687",0.7,Table 5 (Model 3),FS,"8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)",MM,"MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
",no,Revise,"changed mean group size, h2 set to NA","V other 1 is litter;
heritability is estimated from model with no social effects (Model 1) as 0.41
",non_transf,NA,gaussian,NA,yes
31,IGE0920,NA,Sus scrofa,mammals,NA,NA,captive,experimental,both,ad,NA,13168,13168,NA,NA,NA,NA,growth rate,development,No,NA,No,NA,NA,no,yes,10,1319,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,7012,0.19,NA,NA,NA,-21,NA,3294,0.47,p 1566 (Model structure same as 3),FS,"Additional data: we
used independent data on 13,168 individuals of a different
population descending from the same genetic
lines, collected on a different farm, to obtain an independent
estimate of the genetic parameters.
(p 1563). Info on pedigree are missing but I reported the estimates, we may be able to use them. ",MM,"MM: I feel we wont be able to use this data without info on #ids and trait means, and so on... plus, it might have been used in another study? but good to have it collected
",no,Accept,NA,"Additional data: we
used independent data on 13,168 individuals of a different
population descending from the same genetic
lines, collected on a different farm, to obtain an independent
estimate of the genetic parameters.
(p 1563). Info on pedigree are missing but I reported the estimates, we may be able to use them. ",non_transf,NA,gaussian,NA,yes
32,IGE0292,2009-2012,Neovison vison,mammals,"Research Centre Foulum, Denmark",NA,captive,experimental,both,ad,2806,1969,1969,136,349,NA,5,neck bite marks,behaviour,No,2.02,No,2.1,NA,no,yes,3.18,1.67,0.15,NA,NA,1.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,0.24,NA,0.86,0.48,Table 4,FS,groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication ,MM,"MM: 1) total Va is 1.67, 2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
",no,Revise,"mean and SD estimated after; VP set to NA, VA updated","trait mean and SD are given split by sex in table 2, calculated a posteriori with formula; VP is calculated in a separate model, so I set to NA; 
other var 1 and 2 are variance attributed to residual of male and female;
PEr of group mates of the same sex is also given additionally in Table 4; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication;response variables were log-transformed ",log,no,gaussian,NA,NA
33,IGE0292,2009-2012,Neovison vison,mammals,"Research Centre Foulum, Denmark",NA,captive,experimental,both,ad,2806,1969,1969,136,349,NA,5,body bite marks,behaviour,No,2.2,No,2.43,NA,no,yes,3.18,0.93,0.27,NA,NA,3.12,3.57,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.4,NA,2.91,0.59,Table 4,FS,groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication ,MM,"MM:  2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
",no,Revise,"mean and SD estimated after; VP set to NA, ","trait mean and SD are given split by sex in table 2, calculated a posteriori with formula; VP is calculated in a separate model, so I set to NA; 
other var 1 and 2 are variance attributed to residual of male and female;
PEr of group mates of the same sex is also given additionally in Table 4; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication;response variables were log-transformed ",log,no,gaussian,NA,NA
34,IGE0292,2009-2012,Neovison vison,mammals,"Research Centre Foulum, Denmark",NA,captive,experimental,both,ad,2806,1969,1969,136,349,NA,5,tail bite marks,behaviour,No,2.22,No,2.6,NA,no,yes,3.18,0.75,0.11,NA,NA,2.66,5.68,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,0.25,NA,1.81,0.33,Table 4,FS,groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication ,MM,"MM: 2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
",no,Revise,"mean and SD estimated after; VP set to NA, ","trait mean and SD are given split by sex in table 2, calculated a posteriori with formula; VP is calculated in a separate model, so I set to NA; 
other var 1 and 2 are variance attributed to residual of male and female;
PEr of group mates of the same sex is also given additionally in Table 4; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication;response variables were log-transformed ",log,no,gaussian,NA,NA
35,IGE0746,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",NA,captive,experimental,F,ad,NA,5363,5363,36,288,NA,1,neck feather condition score,behaviour,No,NA,No,NA,line W1,no,yes,4,0.135,0.061,NA,NA,0.087,NA,NA,NA,NA,NA,NA,0.306,0.059,NA,0.16,NA,NA,NA,0.244,0.195,Table 3 and S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,no,Accept,mean and SD set to NA,"Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
",non_transf,NA,gaussian,NA,yes
36,IGE0746,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",NA,captive,experimental,F,ad,NA,5363,5363,36,288,NA,1,back feather condition score,behaviour,No,NA,No,NA,line W1,no,yes,4,0.118,0.055,NA,NA,0.026,NA,NA,NA,NA,NA,NA,0.185,0.074,NA,0.16,NA,NA,NA,0.218,0.257,Table 3 and S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,no,Accept,mean and SD set to NA,"Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
",non_transf,NA,gaussian,NA,yes
37,IGE0746,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",NA,captive,experimental,F,ad,NA,5363,5363,36,288,NA,1,rump feather condition score,behaviour,No,NA,No,NA,line W1,no,yes,4,0.045,0.051,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.243,0.015,NA,-0.12,NA,NA,NA,0.154,0.098,Table 3 and S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,no,Accept,mean and SD set to NA,"Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
",non_transf,NA,gaussian,NA,yes
38,IGE0746,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",NA,captive,experimental,F,ad,NA,5363,5363,36,288,NA,1,belly feather condition score,behaviour,No,NA,No,NA,line W1,no,yes,4,0.181,0.048,NA,NA,0.092,NA,NA,NA,NA,NA,NA,0.414,0.079,NA,0.11,NA,NA,NA,0.243,0.143,Table 3 and S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,no,Accept,mean and SD set to NA,"Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
",non_transf,NA,gaussian,NA,yes
39,IGE0746,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",NA,captive,experimental,F,ad,NA,5089,5089,35,280,NA,1,neck feather condition score,behaviour,No,NA,No,NA,line WB,no,yes,4,0.27,0.193,NA,NA,0.403,NA,NA,NA,NA,NA,NA,0.954,0.098,NA,-0.17,NA,NA,NA,0.595,0.371,Table 3 and S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,no,Accept,mean and SD set to NA,"Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
",non_transf,NA,gaussian,NA,yes
40,IGE0746,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",NA,captive,experimental,F,ad,NA,5089,5089,35,280,NA,1,back feather condition score,behaviour,No,NA,No,NA,line WB,no,yes,4,0.157,0.204,NA,NA,0.367,NA,NA,NA,NA,NA,NA,0.936,0.052,NA,-0.38,NA,NA,NA,0.572,0.349,Table 3 and S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,no,Accept,mean and SD set to NA,"Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
",non_transf,NA,gaussian,NA,yes
41,IGE0746,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",NA,captive,experimental,F,ad,NA,5089,5089,35,280,NA,1,rump feather condition score,behaviour,No,NA,No,NA,line WB,no,yes,4,0.185,0.24,NA,NA,0.559,NA,NA,NA,NA,NA,NA,1.185,0.048,NA,-0.05,NA,NA,NA,0.735,0.456,Table 3 and S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,no,Accept,mean and SD set to NA,"Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
",non_transf,NA,gaussian,NA,yes
42,IGE0746,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",NA,captive,experimental,F,ad,NA,5089,5089,35,280,NA,1,belly feather condition score,behaviour,No,NA,No,NA,line WB,no,yes,4,0.241,0.109,NA,NA,0.197,NA,NA,NA,NA,NA,NA,0.832,0.063,NA,0.29,NA,NA,NA,0.459,0.253,Table 3 and S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,no,Accept,mean and SD set to NA,"Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
",non_transf,NA,gaussian,NA,yes
43,IGE0485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FS,Contains no usable data. IGEs not actually estimated; just used for selection lines of pigs at high and low IGEs and their effect on aggression. ,AST,"I tracked back reference 25, which is where the estimates are meant to be coming from, and it actually corresponds at the end with our included IGE0920. It is interesting that they do not cite the study but the PhD thesis.
",yes,Accept,NA,"Contains no usable data. IGEs not actually estimated, just used for selection lines of pigs at high and low IGEs and their effect on aggression;
AST tracked back reference 25, which is where the estimates are meant to be coming from, and it actually corresponds at the end with our included IGE0920",NA,NA,NA,NA,NA
44,IGE0455,1578-1977,Homo sapiens,mammals,"Linthal and Elm, Glarus, Switzerland",Linthal (468550N 98000 E); Elm (468550N 98100 E),wild,observational,F,ad,7819,3819,3819,4444,4542,NA,14,age at first birth (AFB),reproduction,No,NA,No,NA,NA,no,yes,2,2.4,1.3,NA,NA,1.1,1.5,1.1,NA,NA,NA,16.7,NA,0.102,0.052,0.68,NA,1.2,NA,NA,NA,Table 2,FS,Taking the most complete model even though smaller sample size; Table 3 also reports variances /VP but I report the absolute values because we can extract those after anyways; fixed effect of partner is socio economic status: if we need estimates without social fixed effect they can be extracted from Table 2 instead; V other 1 is wife parish court; v other 2 is wife family; V other 3 is husband family,AST,"data should correspond to Table 2, i.e. the least complex model in terms of fixed effects (""airtable organization Qs.docx""), right? If so, change everything accordingly; somehow I thought we were not including humans, but I cannot find anything about it in our notes. Are we including humans?; need to format study coordinates appropriately",no,Revise,estimates taken from different model (table 2),"Table 2 also reports variances /VP;
V other 1 is wife parish court; v other 2 is wife family; V other 3 is husband family",non_transf,NA,gaussian,NA,NA
45,IGE0386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FS,"Contains no usable data. The
aim was to estimate genetic associations
between growth and traits with an effect on welfare
under different values for rDS, but the direct and indirect effects they used to simulate different rDS are estimated from another larger population (p 4709) and not presented in the paper. ",AST,it seems that the estimates are again taken from our included IGE0920 as it happened in IGE0485 too. Interesting,yes,Accept,NA,"Contains no usable data. The
aim was to estimate genetic associations
between growth and traits with an effect on welfare
under different values for rDS, but the direct and indirect effects they used to simulate different rDS are estimated from another larger population (p 4709) and not presented in the paper. it seems that the estimates are again taken from our included IGE0920. ",NA,NA,NA,NA,NA
45,IGE0927,NA,Sus scrofa,mammals,NA,NA,captive,experimental,both,both,55982,NA,NA,NA,NA,NA,NA,growth rate,development,No,NA,No,NA,NA,no,yes,8.5,599,5.6,146,NA,77,210,515,19.8,NA,NA,2890,4625,0.13,NA,-0.07,NA,-4.1,NA,851,0.18,Table 1 (Model 7),FS,Age: I selected both because growth spans from juvenile to adult stage; selected model 7 as the most complete and best fitting; table also reports correlation between direct and social early-life effects (rkl); V other 1: pen effects; V other 2: adult social group non genetic; V other 3 direct litter effects; V other 4 early-life social effects (ELSEs) ,AST,"question, would model 5 be more comparable to models from other papers since it does not have any dilution effect added? After all we are extracting mean group size to later on control for it somehow? Otherwise, everything seems fine; delete space in r A-IGE estimate (i.e. -0.07)",no,Revise,NA,"selected model 7 as the most complete and best fitting; 
table also reports correlation between direct and social early-life effects (rkl); 
V other 1: pen effects; V other 2: adult social group non genetic;
V other 3 direct litter effects;
V other 4 early-life social effects (ELSEs) ",non_transf,NA,gaussian,NA,yes
