Record ID,Paper ID,Year,species name,taxon,population,study coordinates,population type,study type,sex,age,# id/pedigree,# records,# id w records,# sires,# dams,# families,depth of ped,trait name,trait category,Mean standardized,Trait mean,Variance standardized,Trait SD,treatment/group,fixed eff of partner trait,other fixed eff,Mean group size,VA,V IGE,VPE (foc),VPE (soc),V other 1,V other 2,V other 3,V other 4,V other 5,V other 6,V residual,Total V phen,h2,social_h2,r A-IGE,r PE-PE(S),cov A-IGE,cov  PE-PE(S),V_tbv,T2,data location,Screener ID,notes,Second-Screener ID,Second-Screener notes,excluded_during_data_extraction,Decision,changes_after_second_screening,final comments,data_transf,trait_mean_transf,trait_error_distrib,estimates_scale_nongauss,vp_group_formula
32,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,11420,11420,11420,NA,NA,10 per generation,78,Running duration- day 6,behaviour,Yes,0,Yes,1,Control line,yes,yes,2,0.1666,0.014,NA,NA,0.0511,0.0018,NA,NA,NA,NA,0.5013,1,NA,NA,-0.4091,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; VIGE should be 0.0149",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
33,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,11420,11420,11420,NA,NA,10 per generation,78,Running speed - day 1,behaviour,Yes,0,Yes,1,Control line,yes,yes,2,0.3644,0,NA,NA,0.0685,0.0072,NA,NA,NA,NA,0.6744,1,NA,NA,-0.5146,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
34,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,11420,11420,11420,NA,NA,10 per generation,78,Running speed - day 2,behaviour,Yes,0,Yes,1,Control line,yes,yes,2,0.3595,0.0003,NA,NA,0.0711,0,NA,NA,NA,NA,0.692,1,NA,NA,-0.5108,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
35,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,11420,11420,11420,NA,NA,10 per generation,78,Running speed - day 3,behaviour,Yes,0,Yes,1,Control line,yes,yes,2,0.3553,0.0001,NA,NA,0.0611,0,NA,NA,NA,NA,0.7157,1,NA,NA,0.8463,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
36,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,11420,11420,11420,NA,NA,10 per generation,78,Running speed - day 4,behaviour,Yes,0,Yes,1,Control line,yes,yes,2,0.3264,0.0003,NA,NA,0.0667,0,NA,NA,NA,NA,0.726,1,NA,NA,0.8663,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
37,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,11420,11420,11420,NA,NA,10 per generation,78,Running speed- day 5,behaviour,Yes,0,Yes,1,Control line,yes,yes,2,0.3222,0.0006,NA,NA,0.0718,0,NA,NA,NA,NA,0.7288,1,NA,NA,0.9402,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
38,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,11420,11420,11420,NA,NA,10 per generation,78,Running speed- day 6,behaviour,Yes,0,Yes,1,Control line,yes,yes,2,0.3259,0.0006,NA,NA,0.0717,0,NA,NA,NA,NA,0.7215,1,NA,NA,0.93,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
39,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running duration - day 1,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.0849,0.0017,NA,NA,0.1021,0.0106,NA,NA,NA,NA,0.7057,1,NA,NA,0.7982,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
40,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running duration - day 2,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.0838,0.0017,NA,NA,0.0885,0.0271,NA,NA,NA,NA,0.6844,1,NA,NA,0.843,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; r A-IGE should be 0.8843",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
41,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running duration - day 3,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.0894,0,NA,NA,0.08,0.0256,NA,NA,NA,NA,0.695,1,NA,NA,0.8585,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
42,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running duration - day 4,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.0833,0,NA,NA,0.0805,0.0258,NA,NA,NA,NA,0.7047,1,NA,NA,0.9477,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
43,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running duration - day 5,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.0862,0.0002,NA,NA,0.0829,0.028,NA,NA,NA,NA,0.6974,1,NA,NA,0.9024,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
44,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running duration- day 6,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.0792,0.0003,NA,NA,0.0816,0.0228,NA,NA,NA,NA,0.699,1,NA,NA,0.9163,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
45,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running speed - day 1,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.1618,0.0016,NA,NA,0.0968,0,NA,NA,NA,NA,0.6864,1,NA,NA,-0.1695,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
46,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running speed - day 2,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.1667,0.0019,NA,NA,0.1058,0.0037,NA,NA,NA,NA,0.6487,1,NA,NA,0.1856,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
47,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running speed - day 3,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.1584,0.0011,NA,NA,0.1037,0.0054,NA,NA,NA,NA,0.6443,1,NA,NA,0.5621,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
48,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running speed - day 4,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.1805,0.001,NA,NA,0.092,0.0034,NA,NA,NA,NA,0.6392,1,NA,NA,0.4556,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; VIGE should be 0.0011",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
49,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running speed- day 5,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.1778,0.0006,NA,NA,0.0875,0.0055,NA,NA,NA,NA,0.6305,1,NA,NA,0.3734,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
50,IGE0468,NA,Mus musculus,mammals,Wheel running mice,NA,captive,experimental,both,ad,26575,26575,26575,NA,NA,10 per generation,78,Running speed- day 6,behaviour,Yes,0,Yes,1,Selected line,yes,yes,2,0.1726,0.0011,NA,NA,0.0865,0.0033,NA,NA,NA,NA,0.6318,1,NA,NA,0.2406,NA,NA,NA,NA,NA,"Tables 2 & 3, and S2 & S3 in ESM.",DF,"V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.",AST,"I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.",no,Revise,"Added note about not including distance as it is speed * duration. Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,no
51,IGE0640,NA,Gallus gallus,birds,Hendrix genetics,NA,captive,experimental,F,ad,3681,917,917,25,454,NA,5,Feather condition score,behaviour,No,13.83,No,3.55,non-beak-trimmed,no,yes,5,1.46,0.36,NA,NA,6.14,NA,NA,NA,NA,NA,2.34,11.39,NA,NA,-0.41,NA,-0.3,NA,4.84,0.42,Table 3,DF,"V other 1 is cage. They say 908 dams in total across the 2 group, I assumed since the sires were split evenly the dams were too but that is not stated.",FS,"trait type I would say FCS is more related to behaviour, or under ""other""; # id in a pedigree should be higher (the one reported is just the number of offspring, so it's conservative?; # records should be same as # individuals, even those that die after 53 week were measured at 53 weeks; ok for the decision on #dams; AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset",no,Revise,"Changed trait category to ""behaviour"". Changed #ID in pedigree to 3681, which is #offspring +#sires + #dams. Changed #records to 917. Changed Population to ""Hendrix genetics"". Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,yes
52,IGE0640,NA,Gallus gallus,birds,Hendrix genetics,NA,captive,experimental,F,ad,3681,1524,1524,25,454,NA,5,Feather condition score,behaviour,No,10.25,No,3.81,beak-trimmed,no,yes,5,1.99,0.07,NA,NA,6.5,NA,NA,NA,NA,NA,3.44,12.22,NA,NA,0.63,NA,0.24,NA,5.03,0.41,Table 3,DF,"V other 1 is cage. They say 908 dams in total across the 2 group, I assumed since the sires were split evenly the dams were too but that is not stated.",FS,"trait type I would say FCS is more related to behaviour, or under ""other""; # id in a pedigree should be higher (the one reported is just the number of offspring, so it's conservative?; # records should be same as # individuals, even those that die after 53 week were measured at 53 weeks; ok for the decision on #dams; AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset",no,Revise,"Changed trait category to ""behaviour"". Changed #ID in pedigree to 3681, which is #offspring +#sires + #dams. Changed number of records to 1524. Changed Population to ""Hendrix genetics"". Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,yes
53,IGE0752,NA,Gallus gallus,birds,Hendrix genetics,NA,captive,experimental,F,ad,6276,6276,6276,36,288,NA,5,Survival days (STM),survival,No,NA,No,NA,W1,no,yes,4,28,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,0.2,NA,57,NA,45,0.18,Table 1,DF,Estimates from STM model which fitted number of days survived as the response,FS,AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset,no,Accept,"Changed Population to ""Hendrix genetics"". Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,yes
54,IGE0752,NA,Gallus gallus,birds,Hendrix genetics,NA,captive,experimental,F,ad,6916,6916,6916,35,280,NA,5,Survival days (STM),survival,No,NA,No,NA,WB,no,yes,4,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,-0.24,NA,-158,NA,55,0.16,Table 1,DF,Estimates from STM model which fitted number of days survived as the response,FS,AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset,no,Accept,"Changed Population to ""Hendrix genetics"". Added ""NA"" for social heritability",,non_transf,NA,gaussian,NA,yes
55,IGE0752,NA,Gallus gallus,birds,Hendrix genetics,NA,captive,experimental,F,ad,6276,81588,6276,36,288,NA,5,Survival monthly (RMM.t),survival,No,NA,No,NA,W1,no,yes,4,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,0.19,NA,57,NA,46,0.19,Table 1,DF,Estimates from RMM.t model which fitted monthly survival for each bird in a repeated measures framework. Performance as good as 2 other variants (RMM..p & GLMM) but RMM.t is th only variant reported in Table 1. They also reported a time dependent version (RMM.t-td) but this is less accurate (they test this) so not using that one. Variance components would have been on latent scale but they transformed them onto the same scale as the survival days in the other analysis,FS,AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset,no,Accept,"Changed Population to ""Hendrix genetics"". Added ""NA"" for social heritability. Added to notes about how variances would have been on latent scale and were then back-transformed to match original scale",,non_transf,NA,gaussian,NA,yes
56,IGE0752,NA,Gallus gallus,birds,Hendrix genetics,NA,captive,experimental,F,ad,6916,89908,6916,35,280,NA,5,Survival monthly (RMM.t),survival,No,NA,No,NA,WB,no,yes,4,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,-0.24,NA,-111,NA,46,0.14,Table 1,DF,Estimates from RMM.t model which fitted monthly survival for each bird in a repeated measures framework. Performance as good as 2 other variants (RMM..p & GLMM) but RMM.t is th only variant reported in Table 1. They also reported a time dependent version (RMM.t-td) but this is less accurate (they test this) so not using that one. Variance components would have been on latent scale but they transformed them onto the same scale as the survival days in the other analysis,FS,AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset,no,Accept,"Changed Population to ""Hendrix genetics"". Added ""NA"" for social heritability. Added to notes about how variances would have been on latent scale and were then back-transformed to match original scale",,non_transf,NA,gaussian,NA,yes
57,IGE0389,NA,Eucalyptus globulus,plants,"Manjimup, Western Australia","34°13'34''S, 116°8'37''E",captive,experimental,both,ad,9450,NA,NA,115,95,570,2,Diameter at breast height (2 years),morphology,No,98.4,No,NA,NA,no,yes,7.72,78.67,5.05,NA,NA,16.76,16.47,2.42,1.04,NA,NA,138.15,239.96,NA,NA,-0.91,NA,NA,26.52,19.52,0.081,"Tables 1, 3, & 4",DF,"Appears to be same dataset as IGE0418.
Uses intensity of interaction factors, which need to be used in calc of TBV. So the value they give is correct I think but if we calc it from values in this table we won't get the same answer.V other 1 is full-sib family variance in diallel cross. V other 2 is full-sib family variance in factorial cross. V other 3 is maternal. V other 4 is variance asociated with reciprocal effects.
covPE-PE(S) is corelated residual variance associated with spatially dependent process.",AST,"study coordinates should read 34°13'34''S, 116°8'37''E; trait SD presumably available from IGE0418",no,Revise,Updated format of coordinates. NA,,non_transf,NA,gaussian,NA,yes
58,IGE0389,NA,Eucalyptus globulus,plants,"Manjimup, Western Australia","34°13'34''S, 116°8'37''E",captive,experimental,both,ad,9450,NA,NA,115,95,570,2,Diameter at breast height (4 years),morphology,No,135.1,No,NA,NA,no,yes,7.56,190.89,28.22,NA,NA,20.6,25.46,1.24,6.51,NA,NA,275.37,517.68,NA,NA,-0.93,NA,NA,91.04,27.74,0.054,"Tables 1, 3, & 4",DF,"Appears to be same dataset as IGE0418.
Uses intensity of interaction factors, which need to be used in calc of TBV. So the value they give is correct I think but if we calc it from values in this table we won't get the same answer.V other 1 is full-sib family variance in diallel cross. V other 2 is full-sib family variance in factorial cross. V other 3 is maternal. V other 4 is variance asociated with reciprocal effects.
covPE-PE(S) is corelated residual variance associated with spatially dependent process.",AST,"study coordinates should read 34°13'34''S, 116°8'37''E",no,Revise,Updated format of coordinates. NA,,non_transf,NA,gaussian,NA,yes
59,IGE0389,NA,Eucalyptus globulus,plants,"Manjimup, Western Australia","34°13'34''S, 116°8'37''E",captive,experimental,both,ad,9450,NA,NA,115,95,570,2,Mycosphaerella leaf disease,metabolism & physiology,No,22.5,No,NA,NA,no,yes,7.72,73.34,1.51,NA,NA,1.6,6.26,0.33,4.51,NA,NA,104.08,186.61,NA,NA,0.8,NA,NA,33.38,125.58,0.672,"Tables 1, 3, & 4",DF,"Appears to be same dataset as IGE0418.
Uses intensity of interaction factors, which need to be used in calc of TBV. So the value they give is correct I think but if we calc it from values in this table we won't get the same answer.V other 1 is full-sib family variance in diallel cross. V other 2 is full-sib family variance in factorial cross. V other 3 is maternal. V other 4 is variance asociated with reciprocal effects.
covPE-PE(S) is corelated residual variance associated with spatially dependent process.",AST,"study coordinates should read 34°13'34''S, 116°8'37''E; trait SD presumably available from IGE0418",no,Revise,Updated format of coordinates. NA,,arcsin,no,gaussian,NA,yes
60,IGE0202,1998-2013,Sus scrofa,mammals,"Goland sire line, Gorzagri, Italy",NA,captive,experimental,both,ad,NA,9871,9871,293,456,1839,6,body weight 270 days,morphology,No,164.2,No,13.3,NA,no,yes,6.12,60.205,1.28,NA,NA,3.527,8.292,NA,NA,NA,NA,96.631,NA,0.343,0.007,0,NA,0.152,NA,95.068,0.542,"Tables 1, 3-6",DF,"V other 1 is group (pen), V other 2 is family (litter). Give indirect heritability as 0.007.",FS,"the correlation between direct and social additive genetic effects (data not reported in tables) was not significantly different from 0 (P > 0.05) for BW270, so we could replace the NA; note that heritability here is direct, they also report social heritability (that should match the var IGE/VP",no,Revise,Changed r DGE-IGE to 0. Added note about indirect heritability,,non_transf,NA,gaussian,NA,yes
61,IGE0202,1998-2013,Sus scrofa,mammals,"Goland sire line, Gorzagri, Italy",NA,captive,experimental,both,ad,NA,8343,8343,293,456,1557,6,carcasss backfat depth,morphology,No,27,No,5,NA,no,yes,6.12,7.015,0.014,NA,NA,1.022,0.746,NA,NA,NA,NA,12.49,NA,0.332,0.001,NA,NA,-0.119,NA,6.156,0.292,"Tables 1, 3-6",DF,"V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001",FS,"note that heritability here is direct, they also report social heritability (that should match the var IGE/VP",no,Accept,Added note about indirect heritability and entered value into social heritability,,non_transf,NA,gaussian,NA,yes
62,IGE0202,1998-2013,Sus scrofa,mammals,"Goland sire line, Gorzagri, Italy",NA,captive,experimental,both,ad,NA,4191,4191,293,456,850,6,carcass lean meat content,morphology,No,49.6,No,2.7,NA,no,yes,6.12,2.074,0.015,NA,NA,0.371,0.204,NA,NA,NA,NA,3.102,NA,0.372,0.003,-0.72,NA,-0.127,NA,1.176,0.211,"Tables 1, 3-6",DF,"V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.003",FS,"note that heritability here is direct, they also report social heritability (that should match the var IGE/VP",no,Accept,Added note about indirect heritability and entered value into social heritability,,non_transf,NA,gaussian,NA,yes
63,IGE0202,1998-2013,Sus scrofa,mammals,"Goland sire line, Gorzagri, Italy",NA,captive,experimental,both,ad,NA,6287,6287,293,456,1219,6,subcutaneous fat linoleic acid content,morphology,No,12.7,No,1.4,NA,no,yes,6.12,0.567,0.002,NA,NA,0.049,0.03,NA,NA,NA,NA,0.85,NA,0.383,0.001,NA,NA,-0.013,NA,0.479,0.324,"Tables 1, 3-6",DF,"V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001.",FS,"note that heritability here is direct, they also report social heritability (that should match the var IGE/VP",no,Accept,Added note about indirect heritability and entered value into social heritability,,non_transf,NA,gaussian,NA,yes
64,IGE0202,1998-2013,Sus scrofa,mammals,"Goland sire line, Gorzagri, Italy",NA,captive,experimental,both,ad,NA,8055,8055,293,456,1733,6,iodine number,morphology,No,66.1,No,2.6,NA,no,yes,6.12,2.032,0.006,NA,NA,0.194,0.111,NA,NA,NA,NA,2.523,NA,0.427,0.001,-0.58,NA,-0.064,NA,1.532,0.322,"Tables 1, 3-6",DF,"V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001",FS,"note that heritability here is direct, they also report social heritability (that should match the var IGE/VP)",no,Accept,Added note about indirect heritability and entered value into social heritability,,non_transf,NA,gaussian,NA,yes
65,IGE0202,1998-2013,Sus scrofa,mammals,"Goland sire line, Gorzagri, Italy",NA,captive,experimental,both,ad,NA,8996,8996,293,456,1794,6,ham subcutaneous fat depth (SFD1),morphology,No,19,No,14,NA,no,yes,6.12,8.106,0.014,NA,NA,1.357,0.403,NA,NA,NA,NA,15.275,NA,0.33,0.001,NA,NA,-0.318,NA,5.238,0.213,"Tables 1, 3-6",DF,"V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001",FS,"note that heritability here is direct, they also report social heritability (that should match the var IGE/VP",no,Accept,Added note about indirect heritability and entered value into social heritability,,non_transf,NA,gaussian,NA,yes
66,IGE0202,1998-2013,Sus scrofa,mammals,"Goland sire line, Gorzagri, Italy",NA,captive,experimental,both,ad,NA,5200,5200,293,456,1023,6,ham subcutaneous fat depth (SFD2),morphology,No,6,No,1,NA,no,yes,6.12,0.359,0.003,NA,NA,0.006,0.012,NA,NA,NA,NA,0.446,NA,0.43,0.003,NA,NA,-0.001,NA,0.421,0.404,"Tables 1, 3-6",DF,"V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.003",FS,"note that heritability here is direct, they also report social heritability (that should match the var IGE/VP",no,Accept,Added note about indirect heritability and entered value into social heritability,,non_transf,NA,gaussian,NA,yes
