"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","H2_2","Social_h2_2_Zr","VZr","Social_h2_Zr","direct_social","dat3A_var","dat3A_var_l","dat_weights","Record_id_long","Species_name.2.phylo"
"IGE0242","33","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1874,1874,NA,NA,NA,NA,"average daily gain (ADG) period 2","development","no",105.25,"no",NA,NA,"no","yes",27.5,0.06,NA,NA,31.77,NA,NA,NA,NA,NA,255.96,NA,NA,NA,NA,NA,1.43,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,105.25,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000534473543559594,NA,"V_ige_2",0.06,-2.81341071676004,7.53583046279837,84,"Bos taurus"
"IGE0242","34","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1867,1867,NA,NA,NA,NA,"average daily gain (ADG) period 3","development","no",106.5,"no",NA,NA,"no","yes",27.5,0.12,NA,NA,13.26,NA,NA,NA,NA,NA,152.84,NA,NA,NA,NA,NA,1.25,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,106.5,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000536480686695279,NA,"V_a",39.98,3.68837932907225,7.53208814354172,85,"Bos taurus"
"IGE0242","34","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1867,1867,NA,NA,NA,NA,"average daily gain (ADG) period 3","development","no",106.5,"no",NA,NA,"no","yes",27.5,0.12,NA,NA,13.26,NA,NA,NA,NA,NA,152.84,NA,NA,NA,NA,NA,1.25,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,106.5,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000536480686695279,NA,"V_ige_2",0.12,-2.12026353620009,7.53208814354172,86,"Bos taurus"
"IGE0242","35","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1866,1866,NA,NA,NA,NA,"average daily gain (ADG) period 4","development","no",108.125,"no",NA,NA,"no","yes",27.5,0.05,NA,NA,8.39,NA,NA,NA,NA,NA,120.6,NA,NA,NA,NA,NA,0.1,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,108.125,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000536768652710682,NA,"V_a",43.74,3.77826301524862,7.53155238140729,87,"Bos taurus"
"IGE0242","35","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1866,1866,NA,NA,NA,NA,"average daily gain (ADG) period 4","development","no",108.125,"no",NA,NA,"no","yes",27.5,0.05,NA,NA,8.39,NA,NA,NA,NA,NA,120.6,NA,NA,NA,NA,NA,0.1,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,108.125,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000536768652710682,NA,"V_ige_2",0.05,-2.99573227355399,7.53155238140729,88,"Bos taurus"
"IGE0242","36","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1864,1864,NA,NA,NA,NA,"average daily gain (ADG) period 5","development","no",108.625,"no",NA,NA,"no","yes",27.5,0.08,NA,NA,4.13,NA,NA,NA,NA,NA,106.54,NA,NA,NA,NA,NA,0.77,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,108.625,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000537345513164965,NA,"V_a",47.66,3.8640924716706,7.53047999524554,89,"Bos taurus"
"IGE0242","36","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1864,1864,NA,NA,NA,NA,"average daily gain (ADG) period 5","development","no",108.625,"no",NA,NA,"no","yes",27.5,0.08,NA,NA,4.13,NA,NA,NA,NA,NA,106.54,NA,NA,NA,NA,NA,0.77,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,108.625,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000537345513164965,NA,"V_ige_2",0.08,-2.52572864430826,7.53047999524554,90,"Bos taurus"
"IGE0242","37","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1863,1863,NA,NA,NA,NA,"average daily gain (ADG) period 6","development","no",108.375,"no",NA,NA,"no","yes",27.5,0.08,NA,NA,3.69,NA,NA,NA,NA,NA,94.8,NA,NA,NA,NA,NA,0.67,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,108.375,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000537634408602151,NA,"V_a",42.02,3.73814569541685,7.52994337060159,91,"Bos taurus"
"IGE0242","37","1972-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1863,1863,NA,NA,NA,NA,"average daily gain (ADG) period 6","development","no",108.375,"no",NA,NA,"no","yes",27.5,0.08,NA,NA,3.69,NA,NA,NA,NA,NA,94.8,NA,NA,NA,NA,NA,0.67,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; data extracted from Table 3 because Table 7 did not include the covariance; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,108.375,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000537634408602151,NA,"V_ige_2",0.08,-2.52572864430826,7.52994337060159,92,"Bos taurus"
"IGE0242","38","1972-1974 and 1976-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1634,1634,NA,NA,NA,NA,"average daily gain (ADG) period 7","development","no",106,"no",NA,NA,"no","yes",27.5,0.14,NA,NA,7.85,NA,NA,NA,NA,NA,92.35,NA,NA,NA,NA,NA,1.63,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,106,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000613120784794605,NA,"V_a",41.98,3.73719331439249,7.39878627541995,93,"Bos taurus"
"IGE0242","38","1972-1974 and 1976-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,1634,1634,NA,NA,NA,NA,"average daily gain (ADG) period 7","development","no",106,"no",NA,NA,"no","yes",27.5,0.14,NA,NA,7.85,NA,NA,NA,NA,NA,92.35,NA,NA,NA,NA,NA,1.63,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,106,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.000613120784794605,NA,"V_ige_2",0.14,-1.96611285637283,7.39878627541995,94,"Bos taurus"
"IGE0242","39","1972 and 1974 and 1978-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,946,946,NA,NA,NA,NA,"average daily gain (ADG) period 8","development","no",100.5,"no",NA,NA,"no","yes",27.5,0.04,NA,NA,3.8,NA,NA,NA,NA,NA,92.89,NA,NA,NA,NA,NA,1.02,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,100.5,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.00106044538706257,NA,"V_a",27.13,3.30064012667084,6.85224256905188,95,"Bos taurus"
"IGE0242","39","1972 and 1974 and 1978-1979","Bos taurus","mammals",NA,"captive","experimental","M","both",3649,946,946,NA,NA,NA,NA,"average daily gain (ADG) period 8","development","no",100.5,"no",NA,NA,"no","yes",27.5,0.04,NA,NA,3.8,NA,NA,NA,NA,NA,92.89,NA,NA,NA,NA,NA,1.02,NA,NA,NA,"Table 3","AST","Hereford bulls used; group size reported as a range between 25 and 30, so an approximate mean calculated for our purposes ((25+30)/2); age set to both because it is unclear at what age would bulls be considered adults, but the period studied seemingly cover both stages from juveniles to adult; Trait mean approximated as the mean of the yearly means provided in Table 1; V other 1 = pen id; estimates for BW as response not extracted because no competition effects could exist and the authors just ran it as a robustness test","MM","MM: to consider, given that you calculate by hand the trait mean, it also would be possible to calculate the SD, right?",NA,"non_transf",NA,"gaussian",NA,NA,"Bos taurus","AnimalResearch_US","9","Accept",NA,100.5,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,0.00106044538706257,NA,"V_ige_2",0.04,-3.2188758248682,6.85224256905188,96,"Bos taurus"
"IGE0243","119","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3524,3524,NA,NA,NA,25,"final body weight (BW)","morphology","no",93.43,"no",12.09,NA,"no","yes",10,0.1,NA,0,4.5,8.2,NA,NA,NA,NA,55,117.7,0.388,0,0.07,NA,0.2,NA,55.7,NA,"Table 1 (model 1)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?); they also provide ige/vp = 0.001","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",117.7,93.43,NA,NA,NA,2010,117.783505154639,117.7,0.000849617672047579,0,0.388275276125743,0.388,0,0.000284010224368077,0,"V_a",45.7,3.82209829790016,8.16735198705607,97,"Sus scrofa"
"IGE0243","119","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3524,3524,NA,NA,NA,25,"final body weight (BW)","morphology","no",93.43,"no",12.09,NA,"no","yes",10,0.1,NA,0,4.5,8.2,NA,NA,NA,NA,55,117.7,0.388,0,0.07,NA,0.2,NA,55.7,NA,"Table 1 (model 1)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?); they also provide ige/vp = 0.001","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",117.7,93.43,NA,NA,NA,2010,117.783505154639,117.7,0.000849617672047579,0,0.388275276125743,0.388,0,0.000284010224368077,0,"V_ige_2",0.1,-2.30258509299405,8.16735198705607,98,"Sus scrofa"
"IGE0243","120","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"backfat depth","morphology","no",2.1,"no",0.5,NA,"no","yes",10,2e-04,NA,NA,0.0066,0.0065,NA,NA,NA,NA,0.0952,0.214,0.453,0.001,0.078,NA,2e-04,NA,0.118,NA,"Table 2 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered ;permanent environment?); they also provide ige/vp = 0.001","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",0.214,2.1,NA,NA,NA,2010,0.214569536423841,0.214,0.000934579439252336,0.001,0.454205607476636,0.453,0.001,0.000284981476204047,0.001,"V_a",0.0972,-2.33098456751574,8.16394095475501,99,"Sus scrofa"
"IGE0243","120","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"backfat depth","morphology","no",2.1,"no",0.5,NA,"no","yes",10,2e-04,NA,NA,0.0066,0.0065,NA,NA,NA,NA,0.0952,0.214,0.453,0.001,0.078,NA,2e-04,NA,0.118,NA,"Table 2 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered ;permanent environment?); they also provide ige/vp = 0.001","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",0.214,2.1,NA,NA,NA,2010,0.214569536423841,0.214,0.000934579439252336,0.001,0.454205607476636,0.453,0.001,0.000284981476204047,0.001,"V_ige_2",2e-04,-8.51719319141624,8.16394095475501,100,"Sus scrofa"
"IGE0243","121","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"longissimus muscle area (LM)","morphology","no",30.75,"no",4.31,NA,"no","yes",10,0.01,NA,NA,1.2,0.7,NA,NA,NA,NA,8.56,14.1,0.285,0.001,-0.628,NA,-0.15,NA,4.406,NA,"Table 3 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?)","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",14.1,30.75,NA,NA,NA,2010,14.1052631578947,14.1,0.000709219858156028,0.001,0.285106382978723,0.285,0.001,0.000284981476204047,0.001,"V_a",4.02,1.39128190263093,8.16394095475501,101,"Sus scrofa"
"IGE0243","121","1999-2005","Sus scrofa","mammals","University of Nebraska Agricultural Research Development Center Swine Research Farm","captive","experimental","both","ad",61151,3512,3512,NA,NA,NA,25,"longissimus muscle area (LM)","morphology","no",30.75,"no",4.31,NA,"no","yes",10,0.01,NA,NA,1.2,0.7,NA,NA,NA,NA,8.56,14.1,0.285,0.001,-0.628,NA,-0.15,NA,4.406,NA,"Table 3 (model 2)","FS","age not specified by authors, looked online what is considered adult; says lines have been developed for 25 yrs but not clear whether that can be used for depth of pedigree; chosen model is the most complete (to have all estimates) but not the best; V other 1 is litter mates (could this be also considered permanent environment?)","DF","Depth of ped  = 25. They give variance attributed to pen effects but I don't think we should use this as focal VPE, instead it should be v other 1 and make litter var V other 2.","added h2_social, added pedigree depth, updated v other 1 and v other 2, VPE to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","AgriculturalResearch_US","10","Revise",14.1,30.75,NA,NA,NA,2010,14.1052631578947,14.1,0.000709219858156028,0.001,0.285106382978723,0.285,0.001,0.000284981476204047,0.001,"V_ige_2",0.01,-4.60517018598809,8.16394095475501,102,"Sus scrofa"
"IGE0253","40","2001-2009","Bos taurus","mammals","Valle Aosta, Italy","captive","experimental","F","both",17224,23988,8259,1156,NA,NA,NA,"dyadic fights (fighting ability)","behaviour","no",23.0091,"no",NA,NA,"no","yes",2,0.178,0.019,NA,NA,NA,NA,NA,NA,NA,1.401,1.613,0.009,0.11,NA,NA,NA,NA,NA,0.12,"Table 4","AST","Aosta Chestnut and Aosta Black Pied cattle used; # id/pedigree set to 17224 but unsure why 133699 (27638+106061) is also reported in Table 1; from the methods: """"the associative genetic variance was obtained by multiplying the estimated component by the average number of competitors (n = 1.886) [...] and its covariance with the direct genetic component was assumed to be equal to 0""""; data extracted from model not accounting for inbreeding since that model had the least number of fixed effects; since cov A-IGE is set to 0 by the authors, τ2 (σ tbv/VP) defined by the authors as the sum of both direct and indirect heritability; ","MM","MM: 1) depth of pedigree doesnt equal to study period, 2) to consider that there is info on h2 male, 3) Im unsure whether """"age of cows"""" is not only about the focal, tricky; 4) I dont understand neither the pedigree numbers, should we dicuss it in person?","depth of pedigree set to NA; fixed eff of partner trait set to no","non_transf",NA,"gaussian",NA,NA,"Bos taurus","ValleAosta_IT","11","Revise",11.2414,23.0091,NA,NA,NA,2012,1.66666666666667,11.2414,0.0158343266852883,0.11,0.00133435337235576,0.009,0.11,0.000121124031007752,0.11,"V_a",0.015,-4.19970507787993,9.01905879381072,103,"Bos taurus"
"IGE0253","40","2001-2009","Bos taurus","mammals","Valle Aosta, Italy","captive","experimental","F","both",17224,23988,8259,1156,NA,NA,NA,"dyadic fights (fighting ability)","behaviour","no",23.0091,"no",NA,NA,"no","yes",2,0.178,0.019,NA,NA,NA,NA,NA,NA,NA,1.401,1.613,0.009,0.11,NA,NA,NA,NA,NA,0.12,"Table 4","AST","Aosta Chestnut and Aosta Black Pied cattle used; # id/pedigree set to 17224 but unsure why 133699 (27638+106061) is also reported in Table 1; from the methods: """"the associative genetic variance was obtained by multiplying the estimated component by the average number of competitors (n = 1.886) [...] and its covariance with the direct genetic component was assumed to be equal to 0""""; data extracted from model not accounting for inbreeding since that model had the least number of fixed effects; since cov A-IGE is set to 0 by the authors, τ2 (σ tbv/VP) defined by the authors as the sum of both direct and indirect heritability; ","MM","MM: 1) depth of pedigree doesnt equal to study period, 2) to consider that there is info on h2 male, 3) Im unsure whether """"age of cows"""" is not only about the focal, tricky; 4) I dont understand neither the pedigree numbers, should we dicuss it in person?","depth of pedigree set to NA; fixed eff of partner trait set to no","non_transf",NA,"gaussian",NA,NA,"Bos taurus","ValleAosta_IT","11","Revise",11.2414,23.0091,NA,NA,NA,2012,1.66666666666667,11.2414,0.0158343266852883,0.11,0.00133435337235576,0.009,0.11,0.000121124031007752,0.11,"V_ige_2",0.178,-1.72597172869005,9.01905879381072,104,"Bos taurus"
"IGE0291","118","2000-2003","Sus scrofa","mammals","Pig Improvement Company, Franklin, KY, US","captive","experimental","both","ad",43585,11235,11235,770,3850,NA,NA,"average daily gain (ADG)","development","no",991.5,"no",120.5,NA,"no","yes",15,18,NA,126,971,NA,NA,NA,NA,NA,6916,NA,0.2,0.001,NA,NA,48,NA,NA,NA,"Table 2 (model 4)","FS","# dams is based on 770 sires having 5 dams on average; formula for estimating VP is provided in Table 2 caption; Model 4 was chosen because it also reports VPE soc and likelihood of models and estimates are similar, I didn't pick the best fitting model because it did not estimate most of the variances; V other 1 is litter ","DF","Calc VP as 12313, seems worth entering otherwise we might miss it if I record this as """"Accept""""","added h2_social","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigImprovementCompany_US","12","Revise",NA,991.5,NA,NA,NA,2008,12050,12050,0.00149377593360996,0.001,0.2,0.2,0.001,8.9031339031339e-05,0.001,"V_a",2410,7.7873820264847,9.32678918461943,105,"Sus scrofa"
"IGE0291","118","2000-2003","Sus scrofa","mammals","Pig Improvement Company, Franklin, KY, US","captive","experimental","both","ad",43585,11235,11235,770,3850,NA,NA,"average daily gain (ADG)","development","no",991.5,"no",120.5,NA,"no","yes",15,18,NA,126,971,NA,NA,NA,NA,NA,6916,NA,0.2,0.001,NA,NA,48,NA,NA,NA,"Table 2 (model 4)","FS","# dams is based on 770 sires having 5 dams on average; formula for estimating VP is provided in Table 2 caption; Model 4 was chosen because it also reports VPE soc and likelihood of models and estimates are similar, I didn't pick the best fitting model because it did not estimate most of the variances; V other 1 is litter ","DF","Calc VP as 12313, seems worth entering otherwise we might miss it if I record this as """"Accept""""","added h2_social","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigImprovementCompany_US","12","Revise",NA,991.5,NA,NA,NA,2008,12050,12050,0.00149377593360996,0.001,0.2,0.2,0.001,8.9031339031339e-05,0.001,"V_ige_2",18,2.89037175789616,9.32678918461943,106,"Sus scrofa"
