"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","Social_h2_2_Zr","VZr","Social_h2_Zr","V_tbv_calc","V_ige_2","V_tbv_calc_2","V_tbv_2","T2_calc","direct_social","dat4A_herit","dat_weights","Record_id_long","Species_name.2.phylo"
"IGE0203","174","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2007,2007,73,100,100,3,"first dorsal length at r2","morphology","no",1.54,"no",0.35,NA,"yes","yes",7,9.45,0.14,NA,NA,0,0.014,NA,NA,NA,NA,NA,12.12,NA,NA,0.1,NA,0.03,NA,16.36,1.35,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",12.12,1.54,NA,NA,NA,2014,NA,12.12,0.0115511551155116,0.0115511551155116,0.77970297029703,0.012,0.000499001996007984,NA,14.85,0.14,14.85,16.36,1.34983498349835,"H2_2",0.77970297029703,7.60439634879634,47,"Gadus morhua"
"IGE0203","174","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2007,2007,73,100,100,3,"first dorsal length at r2","morphology","no",1.54,"no",0.35,NA,"yes","yes",7,9.45,0.14,NA,NA,0,0.014,NA,NA,NA,NA,NA,12.12,NA,NA,0.1,NA,0.03,NA,16.36,1.35,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",12.12,1.54,NA,NA,NA,2014,NA,12.12,0.0115511551155116,0.0115511551155116,0.77970297029703,0.012,0.000499001996007984,NA,14.85,0.14,14.85,16.36,1.34983498349835,"T2_2",1.35,7.60439634879634,48,"Gadus morhua"
"IGE0203","175","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2030,2030,73,100,100,3,"first dorsal length at r3","morphology","no",1.58,"no",0.41,NA,"yes","yes",7,6.13,0.03,NA,NA,0.51,0.15,NA,NA,NA,NA,NA,11.41,NA,NA,0.53,NA,0.23,NA,28.43,2.49,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",11.41,1.58,NA,NA,NA,2014,NA,11.41,0.00262927256792287,0.00262927256792287,0.537248028045574,0.003,0.000493339911198816,NA,9.97,0.03,9.97,28.43,2.49167397020158,"H2_2",0.537248028045574,7.61579107203583,49,"Gadus morhua"
"IGE0203","175","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2030,2030,73,100,100,3,"first dorsal length at r3","morphology","no",1.58,"no",0.41,NA,"yes","yes",7,6.13,0.03,NA,NA,0.51,0.15,NA,NA,NA,NA,NA,11.41,NA,NA,0.53,NA,0.23,NA,28.43,2.49,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",11.41,1.58,NA,NA,NA,2014,NA,11.41,0.00262927256792287,0.00262927256792287,0.537248028045574,0.003,0.000493339911198816,NA,9.97,0.03,9.97,28.43,2.49167397020158,"T2_2",2.49,7.61579107203583,50,"Gadus morhua"
"IGE0203","176","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2010,2010,73,100,100,3,"second dorsal at r2","morphology","no",1.44,"no",0.22,NA,"yes","yes",7,1.31,0.003,NA,NA,0,0,NA,NA,NA,NA,NA,4.58,NA,NA,0.43,NA,0.03,NA,3.46,0.76,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",4.58,1.44,NA,NA,NA,2014,NA,4.58,0.000655021834061135,0.000655021834061135,0.286026200873362,0.001,0.00049825610363727,NA,1.778,0.003,1.778,3.46,0.755458515283843,"H2_2",0.286026200873362,7.60589000105312,51,"Gadus morhua"
"IGE0203","176","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2010,2010,73,100,100,3,"second dorsal at r2","morphology","no",1.44,"no",0.22,NA,"yes","yes",7,1.31,0.003,NA,NA,0,0,NA,NA,NA,NA,NA,4.58,NA,NA,0.43,NA,0.03,NA,3.46,0.76,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",4.58,1.44,NA,NA,NA,2014,NA,4.58,0.000655021834061135,0.000655021834061135,0.286026200873362,0.001,0.00049825610363727,NA,1.778,0.003,1.778,3.46,0.755458515283843,"T2_2",0.76,7.60589000105312,52,"Gadus morhua"
"IGE0203","177","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2035,2035,73,100,100,3,"second dorsal at r3","morphology","no",1.55,"no",0.31,NA,"yes","yes",7,1.13,0.05,NA,NA,0.03,0.09,NA,NA,NA,NA,NA,6.24,NA,NA,0.26,NA,0.03,NA,13.84,2.22,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",6.24,1.55,NA,NA,NA,2014,NA,6.24,0.00801282051282051,0.00801282051282051,0.181089743589744,0.008,0.000492125984251968,NA,3.29,0.05,3.29,13.84,2.21794871794872,"H2_2",0.181089743589744,7.6182510978767,53,"Gadus morhua"
"IGE0203","177","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2035,2035,73,100,100,3,"second dorsal at r3","morphology","no",1.55,"no",0.31,NA,"yes","yes",7,1.13,0.05,NA,NA,0.03,0.09,NA,NA,NA,NA,NA,6.24,NA,NA,0.26,NA,0.03,NA,13.84,2.22,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",6.24,1.55,NA,NA,NA,2014,NA,6.24,0.00801282051282051,0.00801282051282051,0.181089743589744,0.008,0.000492125984251968,NA,3.29,0.05,3.29,13.84,2.21794871794872,"T2_2",2.22,7.6182510978767,54,"Gadus morhua"
"IGE0203","178","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,1948,1948,73,100,100,3,"third dorsal at r1","morphology","no",1.49,"no",0.22,NA,"yes","yes",7,2.21,0.00023,NA,NA,0,0.05,NA,NA,NA,NA,NA,4.67,NA,NA,0.98,NA,0.023,NA,3.24,0.52,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",4.67,1.49,NA,NA,NA,2014,NA,4.67,4.92505353319058e-05,4.92505353319058e-05,0.473233404710921,0,0.00051413881748072,NA,2.49428,0.00023,2.49428,3.24,0.693790149892934,"H2_2",0.473233404710921,7.57455848420248,55,"Gadus morhua"
"IGE0203","178","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,1948,1948,73,100,100,3,"third dorsal at r1","morphology","no",1.49,"no",0.22,NA,"yes","yes",7,2.21,0.00023,NA,NA,0,0.05,NA,NA,NA,NA,NA,4.67,NA,NA,0.98,NA,0.023,NA,3.24,0.52,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",4.67,1.49,NA,NA,NA,2014,NA,4.67,4.92505353319058e-05,4.92505353319058e-05,0.473233404710921,0,0.00051413881748072,NA,2.49428,0.00023,2.49428,3.24,0.693790149892934,"T2_2",0.52,7.57455848420248,56,"Gadus morhua"
"IGE0203","179","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2010,2010,73,100,100,3,"third dorsal at r2","morphology","no",1.61,"no",0.23,NA,"yes","yes",7,1.4,0.004,NA,NA,0.09,0,NA,NA,NA,NA,NA,4.89,NA,NA,0.46,NA,0.03,NA,4.62,0.94,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",4.89,1.61,NA,NA,NA,2014,NA,4.89,0.00081799591002045,0.00081799591002045,0.286298568507157,0.001,0.00049825610363727,NA,1.904,0.004,1.904,4.62,0.94478527607362,"H2_2",0.286298568507157,7.60589000105312,57,"Gadus morhua"
"IGE0203","179","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2010,2010,73,100,100,3,"third dorsal at r2","morphology","no",1.61,"no",0.23,NA,"yes","yes",7,1.4,0.004,NA,NA,0.09,0,NA,NA,NA,NA,NA,4.89,NA,NA,0.46,NA,0.03,NA,4.62,0.94,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",4.89,1.61,NA,NA,NA,2014,NA,4.89,0.00081799591002045,0.00081799591002045,0.286298568507157,0.001,0.00049825610363727,NA,1.904,0.004,1.904,4.62,0.94478527607362,"T2_2",0.94,7.60589000105312,58,"Gadus morhua"
"IGE0203","180","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2038,2038,73,100,100,3,"third dorsal at r3","morphology","no",1.77,"no",0.32,NA,"yes","yes",7,1.76,0.03,NA,NA,0,0,NA,NA,NA,NA,NA,6.73,NA,NA,0.22,NA,0.05,NA,15.59,2.31,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",6.73,1.77,NA,NA,NA,2014,NA,6.73,0.00445765230312036,0.00445765230312036,0.261515601783061,0.004,0.000491400491400491,NA,3.44,0.03,3.44,15.59,2.31649331352155,"H2_2",0.261515601783061,7.61972421378267,59,"Gadus morhua"
"IGE0203","180","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2038,2038,73,100,100,3,"third dorsal at r3","morphology","no",1.77,"no",0.32,NA,"yes","yes",7,1.76,0.03,NA,NA,0,0,NA,NA,NA,NA,NA,6.73,NA,NA,0.22,NA,0.05,NA,15.59,2.31,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",6.73,1.77,NA,NA,NA,2014,NA,6.73,0.00445765230312036,0.00445765230312036,0.261515601783061,0.004,0.000491400491400491,NA,3.44,0.03,3.44,15.59,2.31649331352155,"T2_2",2.31,7.61972421378267,60,"Gadus morhua"
"IGE0203","181","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,1945,1945,73,100,100,3,"caudal fin length at r1","morphology","no",2.34,"no",0.2,NA,"yes","yes",7,3.3,0,NA,NA,0,0.21,NA,NA,NA,NA,NA,3.38,NA,NA,NA,NA,0.002,NA,15.59,0.55,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",3.38,2.34,NA,NA,NA,2014,NA,3.38,0,0,0.976331360946746,0,0.000514933058702369,NA,3.324,0.1,6.924,15.59,4.61242603550296,"H2_2",0.976331360946746,7.57301725605255,61,"Gadus morhua"
"IGE0203","181","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,1945,1945,73,100,100,3,"caudal fin length at r1","morphology","no",2.34,"no",0.2,NA,"yes","yes",7,3.3,0,NA,NA,0,0.21,NA,NA,NA,NA,NA,3.38,NA,NA,NA,NA,0.002,NA,15.59,0.55,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",3.38,2.34,NA,NA,NA,2014,NA,3.38,0,0,0.976331360946746,0,0.000514933058702369,NA,3.324,0.1,6.924,15.59,4.61242603550296,"T2_2",0.55,7.57301725605255,62,"Gadus morhua"
"IGE0203","182","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2010,2010,73,100,100,3,"caudal fin length at r2","morphology","no",2.42,"no",0.29,NA,"yes","yes",7,3.36,0.001,NA,NA,0,0,NA,NA,NA,NA,NA,7.84,NA,NA,0.79,NA,0.004,NA,5.69,0.73,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",7.84,2.42,NA,NA,NA,2014,NA,7.84,0.000127551020408163,0.000127551020408163,0.428571428571429,0,0.00049825610363727,NA,3.444,0.001,3.444,5.69,0.725765306122449,"H2_2",0.428571428571429,7.60589000105312,63,"Gadus morhua"
"IGE0203","182","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2010,2010,73,100,100,3,"caudal fin length at r2","morphology","no",2.42,"no",0.29,NA,"yes","yes",7,3.36,0.001,NA,NA,0,0,NA,NA,NA,NA,NA,7.84,NA,NA,0.79,NA,0.004,NA,5.69,0.73,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",7.84,2.42,NA,NA,NA,2014,NA,7.84,0.000127551020408163,0.000127551020408163,0.428571428571429,0,0.00049825610363727,NA,3.444,0.001,3.444,5.69,0.725765306122449,"T2_2",0.73,7.60589000105312,64,"Gadus morhua"
"IGE0203","183","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2038,2038,73,100,100,3,"caudal fin length at r3","morphology","no",2.8,"no",0.34,NA,"yes","yes",7,4.29,0.013,NA,NA,0,0.15,NA,NA,NA,NA,NA,10.95,NA,NA,-0.21,NA,0.05,NA,10.95,0.7,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",10.95,2.8,NA,NA,NA,2014,NA,10.95,0.00118721461187215,0.00118721461187215,0.391780821917808,0.001,0.000491400491400491,NA,5.358,0.013,5.358,10.95,1,"H2_2",0.391780821917808,7.61972421378267,65,"Gadus morhua"
"IGE0203","183","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2038,2038,73,100,100,3,"caudal fin length at r3","morphology","no",2.8,"no",0.34,NA,"yes","yes",7,4.29,0.013,NA,NA,0,0.15,NA,NA,NA,NA,NA,10.95,NA,NA,-0.21,NA,0.05,NA,10.95,0.7,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",10.95,2.8,NA,NA,NA,2014,NA,10.95,0.00118721461187215,0.00118721461187215,0.391780821917808,0.001,0.000491400491400491,NA,5.358,0.013,5.358,10.95,1,"T2_2",0.7,7.61972421378267,66,"Gadus morhua"
"IGE0203","184","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2062,2062,73,100,100,3,"first dorsal erosion","morphology","no",23.09,"no",15.2,NA,"yes","yes",7,176.95,0.07,NA,NA,0.88,20.9,NA,NA,NA,NA,NA,213.7,NA,NA,0.51,NA,1.79,NA,276,1.29,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",213.7,23.09,NA,NA,NA,2014,NA,213.7,0.000327562002807674,0.000327562002807674,0.828029948525971,0,0.000485672656629432,NA,200.95,0.07,200.95,276,1.29153018249883,"H2_2",0.828029948525971,7.63143166457691,67,"Gadus morhua"
"IGE0203","184","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2062,2062,73,100,100,3,"first dorsal erosion","morphology","no",23.09,"no",15.2,NA,"yes","yes",7,176.95,0.07,NA,NA,0.88,20.9,NA,NA,NA,NA,NA,213.7,NA,NA,0.51,NA,1.79,NA,276,1.29,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",213.7,23.09,NA,NA,NA,2014,NA,213.7,0.000327562002807674,0.000327562002807674,0.828029948525971,0,0.000485672656629432,NA,200.95,0.07,200.95,276,1.29153018249883,"T2_2",1.29,7.63143166457691,68,"Gadus morhua"
"IGE0203","185","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2061,2061,73,100,100,3,"second dorsal erosion","morphology","no",14.32,"no",14.32,NA,"yes","yes",7,16.44,0.19,NA,NA,0,20.26,NA,NA,NA,NA,NA,84.14,NA,NA,0.3,NA,0.54,NA,114.9,1.37,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",84.14,14.32,NA,NA,NA,2014,NA,84.14,0.00225814119324935,0.00225814119324935,0.195388637984312,0.002,0.000485908649173955,NA,29.76,0.19,29.76,114.9,1.36558117423342,"H2_2",0.195388637984312,7.63094658089046,69,"Gadus morhua"
"IGE0203","185","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2061,2061,73,100,100,3,"second dorsal erosion","morphology","no",14.32,"no",14.32,NA,"yes","yes",7,16.44,0.19,NA,NA,0,20.26,NA,NA,NA,NA,NA,84.14,NA,NA,0.3,NA,0.54,NA,114.9,1.37,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",84.14,14.32,NA,NA,NA,2014,NA,84.14,0.00225814119324935,0.00225814119324935,0.195388637984312,0.002,0.000485908649173955,NA,29.76,0.19,29.76,114.9,1.36558117423342,"T2_2",1.37,7.63094658089046,70,"Gadus morhua"
"IGE0203","186","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2060,2060,73,100,100,3,"third dorsal erosion","morphology","no",10.39,"no",10.39,NA,"yes","yes",7,0.09,0.03,NA,NA,0.71,6.05,NA,NA,NA,NA,NA,28.36,NA,NA,0.78,NA,0.04,NA,13.6,0.48,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",28.36,10.39,NA,NA,NA,2014,NA,28.36,0.00105782792665726,0.00105782792665726,0.00317348377997179,0.001,0.000486144871171609,NA,1.65,0.03,1.65,13.6,0.479548660084626,"H2_2",0.00317348377997179,7.63046126178363,71,"Gadus morhua"
"IGE0203","186","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2060,2060,73,100,100,3,"third dorsal erosion","morphology","no",10.39,"no",10.39,NA,"yes","yes",7,0.09,0.03,NA,NA,0.71,6.05,NA,NA,NA,NA,NA,28.36,NA,NA,0.78,NA,0.04,NA,13.6,0.48,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",28.36,10.39,NA,NA,NA,2014,NA,28.36,0.00105782792665726,0.00105782792665726,0.00317348377997179,0.001,0.000486144871171609,NA,1.65,0.03,1.65,13.6,0.479548660084626,"T2_2",0.48,7.63046126178363,72,"Gadus morhua"
"IGE0203","187","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2060,2060,73,100,100,3,"caudal erosion","morphology","no",13.34,"no",13.34,NA,"yes","yes",7,3.54,0.05,NA,NA,4.71,8.1,NA,NA,NA,NA,NA,64.3,NA,NA,0.21,NA,0.09,NA,28.02,0.43,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",64.3,13.34,NA,NA,NA,2014,NA,64.3,0.000777604976671851,0.000777604976671851,0.055054432348367,0.001,0.000486144871171609,NA,6.42,0.05,6.42,28.02,0.435769828926905,"H2_2",0.055054432348367,7.63046126178363,73,"Gadus morhua"
"IGE0203","187","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2060,2060,73,100,100,3,"caudal erosion","morphology","no",13.34,"no",13.34,NA,"yes","yes",7,3.54,0.05,NA,NA,4.71,8.1,NA,NA,NA,NA,NA,64.3,NA,NA,0.21,NA,0.09,NA,28.02,0.43,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","checked pedigree, include info on pedigree for this study, not for the complete","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR","8","Revise",64.3,13.34,NA,NA,NA,2014,NA,64.3,0.000777604976671851,0.000777604976671851,0.055054432348367,0.001,0.000486144871171609,NA,6.42,0.05,6.42,28.02,0.435769828926905,"T2_2",0.43,7.63046126178363,74,"Gadus morhua"
