"key","title","authors","journal","issn","volume","issue","pages","year","publisher","url","abstract"
"X.ISI.000313816600001","Accounting for competition in genetic analysis, with particular emphasis on forest genetic trials","Costa e Silva, Joao and Kerr, Richard J.","TREE GENETICS \& GENOMES","1614-2942","9","1","1-17",2013,"SPRINGER HEIDELBERG","10.1007/s11295-012-0521-8","Available experimental evidence suggests that there are genetic differences in the abilities of trees to compete for resources, in addition to non-genetic differences due to micro-site variation. The use of indirect genetic effects within the framework of linear mixed model methodology has been proposed for estimating genetic parameters and responses to selection in the presence of genetic competition. In this context, an individual's total breeding value reflects the effects of its direct breeding value on its own phenotype and its competitive breeding value on the phenotype of its neighbours. The present study used simulated data to investigate the relevance of accounting for competitive effects at the genetic and non-genetic levels in terms of the estimation of (co)variance components and selection response. Different experimental designs that resulted in different genetic relatedness levels within a neighbourhood and survival were other key issues examined. Variances estimated for additive genetic and residual effects tended to be biased under models that ignored genetic competition. Models that fitted competition at the genetic level only also resulted in biased (co)variance estimates for direct additive, competitive additive and residual effects. The ability to detect the correct model was reduced when relatedness within a neighbourhood was very low and survival decreased. Selection responses changed considerably between selecting on breeding value estimates from a model ignoring genetic competition and total breeding estimates using the correct model. Our results suggest that considering a genetic basis to competitive ability will be important to optimise selection programmes for genetic improvement of tree species."
"Wolak20177","Accounting for genetic differences among unknown parents in microevolutionary studies: how to include genetic groups in quantitative genetic animal models","Wolak, M.E. and Reid, J.M.","Journal of Animal Ecology","00218790","86","1","7-20",2017,"","10.1111/1365-2656.12597","Quantifying and predicting microevolutionary responses to environmental change requires unbiased estimation of quantitative genetic parameters in wild populations. Animal models, which utilize pedigree data to separate genetic and environmental effects on phenotypes, provide powerful means to estimate key parameters and have revolutionized quantitative genetic analyses of wild populations. However, pedigrees collected in wild populations commonly contain many individuals with unknown parents. When unknown parents are non-randomly associated with genetic values for focal traits, animal model parameter estimates can be severely biased. Yet, such bias has not previously been highlighted and statistical methods designed to minimize such biases have not been implemented in evolutionary ecology. We first illustrate how the occurrence of non-random unknown parents in population pedigrees can substantially bias animal model predictions of breeding values and estimates of additive genetic variance, and create spurious temporal trends in predicted breeding values in the absence of local selection. We then introduce genetic group methods, which were developed in agricultural science, and explain how these methods can minimize bias in quantitative genetic parameter estimates stemming from genetic heterogeneity among individuals with unknown parents. We summarize the conceptual foundations of genetic group animal models and provide extensive, step-by-step tutorials that demonstrate how to fit such models in a variety of software programs. Furthermore, we provide new functions in r that extend current software capabilities and provide a standardized approach across software programs to implement genetic group methods. Beyond simply alleviating bias, genetic group animal models can directly estimate new parameters pertaining to key biological processes. We discuss one such example, where genetic group methods potentially allow the microevolutionary consequences of local selection to be distinguished from effects of immigration and resulting gene flow. We highlight some remaining limitations of genetic group models and discuss opportunities for further development and application in evolutionary ecology. We suggest that genetic group methods should no longer be overlooked by evolutionary ecologists, but should become standard components of the toolkit for animal model analyses of wild population data sets.  2016 The Authors. Journal of Animal Ecology published by John Wiley & Sons Ltd on behalf of British Ecological Society."
"Bailey2010845","Acoustic Experience Shapes Alternative Mating Tactics and Reproductive Investment in Male Field Crickets","Bailey, N.W. and Gray, B. and Zuk, M.","Current Biology","09609822","20","9","845-849",2010,"","10.1016/j.cub.2010.02.063","Developmental plasticity allows juvenile animals to assess environmental cues and adaptively shape behavioral and morphological traits to maximize fitness in their adult environment [1]. Sexual signals are particularly conspicuous cues, making them likely candidates for mediating such responses. Plasticity in male reproductive traits is a common phenomenon, but empirical evidence for signal-mediated plasticity in males is lacking. We tested whether experience of acoustic sexual signals during juvenile stages influences the development of three adult traits in the continuously breeding field cricket Teleogryllus oceanicus: male mating tactics, reproductive investment, and condition. All three traits were affected by juvenile acoustic experience. Males of this species produce a long-range calling song to attract receptive females, but they can also behave as satellites by parasitizing other males' calls [2]. Males reared in an environment mimicking a population with many calling males were less likely to exhibit satellite behavior, invested more in reproductive tissues, and attained higher condition than males reared in a silent environment. These results contrast with other studies [3] and demonstrate how the effects of juvenile social experience on adult male morphology, reproductive investment, and behavior may subsequently influence sexual selection and phenotypic evolution.  2010 Elsevier Ltd. All rights reserved."
"Rebar2016434","Acoustic experience influences male and female pre-and postcopulatory behaviors in a bushcricket","Rebar, D. and Barbosa, F. and Greenfield, M.D.","Behavioral Ecology","10452249","27","2","434-443",2016,"","10.1093/beheco/arv171","Sexual signals can provide information about the range and number of conspecifics in the social environment, and individuals may use such information to adjust their behavior accordingly. However, the extent to which both males and females adjust their behavior remains relatively unexplored. We used the chorusing bushcricket Ephippiger diurnus to test whether variation in acoustic signal experience contributes to plasticity in 1) precopulatory and 2) postcopulatory reproductive behaviors. Males produce calls containing 1-8 syllables that are repeated rhythmically within local choruses. During mating, males transfer a large spermatophore to the female, which she then consumes and removes prior to laying eggs. We reared field-collected individuals from late-instar nymphs through adulthood in one of 5 acoustic environments that varied in call syllable number: silent, low, mid, high, and mixed. We found that males 1) increased call rates in the absence of competitors, 2) increased spermatophore size in the presence of calls with a relatively low syllable number, and 3) decreased spermatophore size when exposed to calls with a variable syllable number. Females 1) became more selective as variation in potential mates increased, 2) increased egg investment when exposed to silence or calls with an average syllable number, and 3) decreased investment when exposed to calls with a relatively high syllable number, indicative of attractive males being available. The adjustments that males and females make due to acoustic experience may impact the course of sexual selection by generating feedback loops between the sexes, and in turn may contribute to divergence between populations.  The Author 2015. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved."
"VanDerPoel2011","Across-line SNP association study for (innate) immune and behavioral traits in laying hens","Van Der Poel, J.J. and Biscarini, F. and Rodenburg, B.T. and Van Arendonk, J.A.M. and Parmentier, H.K. and Jungerius, A.P. and Bovenhuis, H.","BMC Proceedings","17536561","5",NA,NA,2011,"","10.1186/1753-6561-5-S4-S18","Background: An association study between single nucleotide polymorphism markers (SNP) and (innate and adaptive) immune parameters but also feather condition score on the back, rump and belly of laying hens was performed. The immune parameters measured in blood samples were natural and acquired antibody titers and complement activity. Feather condition score as a measure of feather damage was determined, this parameter is closely related to feather pecking behavior in hens housed in groups. The aim of the study was to detect associations between genetic markers and immune parameters and feather condition score across nine lines of laying hens, focusing on the feather peckers as well as on the victims of feather pecking. Methods: A novel approach based on across-line analysis and testing of the SNP-by-line interaction was performed. Results: In total 59 significant associations between SNP and immune traits were detected. Previously identified QTL were confirmed and new associations of genes regulating immune function identified. The IL17A gene (chromosome 3) influences natural and acquired antibody titers and activation of classical and alternative complement pathways. The major histocompatibility complex on chromosome 16 showed significant association with natural and acquired antibody titers and classical complement activity. The IL12B and IRF1 genes on chromosome 13 were associated with natural antibody titers. The direct effect of the genotype of an individual on its feather condition and the associative effect of the genotype of the cage mates on the individual's feather condition were analyzed. The direct genetic effect can be described as the susceptibility to be pecked at, and the associative genetic effect as the propensity to perform feather pecking. Eleven significant associations were detected for the direct effect, and 81 for the associative effect. The serotonin receptor 2C (HTR2C) on chromosome 4 was highlighted in both analyses. Conclusions: Our results confirmed previously identified QTL and identified new associations of genes regulating immune function. The results for feather condition score supports existing evidence of involvement of the serotonergic system in feather pecking in laying hens. Immune regulatory genes were found to be associated to feather condition score, revealing relationships between the immune system and behavior.  2011 van der Poel et al;."
"Biscarini2010715","Across-line SNP association study for direct and associative effects on feather damage in laying hens","Biscarini, F. and Bovenhuis, H. and Van Der Poel, J. and Rodenburg, T.B. and Jungerius, A.P. and Van Arendonk, J.A.M.","Behavior Genetics","00018244","40","5","715-727",2010,"","10.1007/s10519-010-9370-0","An association study between SNP markers and feather condition score on the back, rump and belly of laying hens was performed. Feather condition score is a measure of feather damage, which has been shown to be closely related to feather pecking behaviour in hens housed in groups. A population of 662 hens was genotyped for 1536 SNPs of which 1022 could be used for the association study. The analysis was conducted across 9 different lines of White Leghorn and Rhode Island Red origin. Across lines linkage disequilibrium is conserved at shorter distances than within lines; therefore, SNPs significantly associated with feather condition score across lines are expected to be closer to the functional mutations. The SNPs that had a significant across-line effect but did not show significant SNP-by-line interaction were identified, to test that the association was consistent across lines. Both the direct effect of the individual's genotype on its plumage condition, and the associative effect of the genotype of the cage mates on the individual's plumage condition were analysed. The direct genetic effect can be considered as the susceptibility to be pecked at, whereas the associative genetic effect can be interpreted as the propensity to perform feather pecking. Finally, 11 significant associations between SNPs and behavioural traits were detected in the direct model, and 81 in the associative model. A role of the gene for the serotonin receptor 2C (HTR2C) on chromosome 4 was found. This supports existing evidence of a prominent involvement of the serotonergic system in the modulation of this behavioural disorder in laying hens. The genes for IL9, IL4, CCL4 and NFKB were found to be associated to plumage condition, revealing relationships between the immune system and behaviour.  2010 Springer Science+Business Media, LLC."
"X.ISI.000321605600014","Adaptation and Inclusive Fitness","West, Stuart A. and Gardner, Andy","CURRENT BIOLOGY","0960-9822","23","13","R577-R584",2013,"CELL PRESS","10.1016/j.cub.2013.05.031","Inclusive fitness theory captures how individuals can influence the transmission of their genes to future generations by influencing either their own reproductive success or that of related individuals. This framework is frequently used for studying the way in which natural selection leads to organisms being adapted to their environments. A number of recent papers have criticised this approach, suggesting that inclusive fitness is just one of many possible mathematical methods for modelling when traits will be favoured by natural selection, and that it leads to errors, such as overemphasising the role of common ancestry relative to other mechanisms that could lead to individuals being genetically related. Here, we argue that these suggested problems arise from a misunderstanding of two fundamental points; first, inclusive fitness is more than just a mathematical `accounting method' - it is the answer to the question of what organisms should appear designed to maximise; second, there is something special about relatedness caused by common ancestry, in contrast with the other mechanisms that may lead to individuals being genetically related, because it unites the interests of genes across the genome, allowing complex, multigenic adaptations to evolve. The critiques of inclusive fitness theory have provided neither an equally valid answer to the question of what organisms should appear designed to maximise, nor an alternative process to unite the interest of genes. Consequently, inclusive fitness remains the most general theory for explaining adaptation."
"Keller20093209","Adaptation and the genetics of social behaviour","Keller, L.","Philosophical Transactions of the Royal Society B: Biological Sciences","09628436","364","1533","3209-3216",2009,"","10.1098/rstb.2009.0108","In recent years much progress has been made towards understanding the selective forces involved in the evolution of social behaviour including conflicts over reproduction among group members. Here, I argue that an important additional step necessary for advancing our understanding of the resolution of potential conflicts within insect societies is to consider the genetics of the behaviours involved. First, I discuss how epigenetic modifications of behaviour may affect conflict resolution within groups. Second, I review known natural polymorphisms of social organization to demonstrate that a lack of consideration of the genetic mechanisms involved may lead to erroneous explanations of the adaptive significance of behaviour. Third, I suggest that, on the basis of recent genetic studies of sexual conflict in Drosophila, it is necessary to reconsider the possibility of within-group manipulation by means of chemical substances (i.e. pheromones). Fourth, I address the issue of direct versus indirect genetic effects, which is of particular importance for the study of behaviour in social groups. Fifth, I discuss the issue of how a genetic influence on dominance hierarchies and reproductive division of labour can have secondary effects, for example in the evolution of promiscuity. Finally, because the same sets of genes (e.g. those implicated in chemical signalling and the responses that are triggered) may be used even in species as divergent as ants, cooperative breeding birds and primates, an integration of genetic mechanisms into the field of social evolution may also provide unifying ideas.  2009 The Royal Society."
"X.ISI.000371883600019","Adaptation to Temporally Fluctuating Environments by the Evolution of Maternal Effects","Dey, Snigdhadip and Proulx, Stephen R. and Teotonio, Henrique","PLOS BIOLOGY","1545-7885","14","2",NA,2016,"PUBLIC LIBRARY SCIENCE","10.1371/journal.pbio.1002388","All organisms live in temporally fluctuating environments. Theory predicts that the evolution of deterministic maternal effects (i.e., anticipatory maternal effects or transgenerational phenotypic plasticity) underlies adaptation to environments that fluctuate in a predictably alternating fashion over maternal-offspring generations. In contrast, randomizing maternal effects (i.e., diversifying and conservative bet-hedging), are expected to evolve in response to unpredictably fluctuating environments. Although maternal effects are common, evidence for their adaptive significance is equivocal since they can easily evolve as a correlated response to maternal selection and may or may not increase the future fitness of offspring. Using the hermaphroditic nematode Caenorhabditis elegans, we here show that the experimental evolution of maternal glycogen provisioning underlies adaptation to a fluctuating normoxia-anoxia hatching environment by increasing embryo survival under anoxia. In strictly alternating environments, we found that hermaphrodites evolved the ability to increase embryo glycogen provisioning when they experienced normoxia and to decrease embryo glycogen provisioning when they experienced anoxia. At odds with existing theory, however, populations facing irregularly fluctuating normoxia-anoxia hatching environments failed to evolve randomizing maternal effects. Instead, adaptation in these populations may have occurred through the evolution of fitness effects that percolate over multiple generations, as they maintained considerably high expected growth rates during experimental evolution despite evolving reduced fecundity and reduced embryo survival under one or two generations of anoxia. We develop theoretical models that explain why adaptation to a wide range of patterns of environmental fluctuations hinges on the existence of deterministic maternal effects, and that such deterministic maternal effects are more likely to contribute to adaptation than randomizing maternal effects."
"X.ISI.000410610200018","Adaptation to a novel family environment involves both apparent and cryptic phenotypic changes","Schrader, Matthew and Jarrett, Benjamin J. M. and Rebar, Darren and Kilner, Rebecca M.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452","284","1862",NA,2017,"ROYAL SOC","10.1098/rspb.2017.1295","Cryptic evolution occurs when evolutionary change is masked by concurrent environmental change. In most cases, evolutionary changes in the phenotype are masked by changing abiotic factors. However, evolutionary change in one trait might also be masked by evolutionary change in another trait, a phenomenon referred to as evolutionary environmental deterioration. Nevertheless, detecting this second type of cryptic evolution is challenging and there are few compelling examples. Here, we describe a likely case of evolutionary environmental deterioration occurring in experimental burying beetle (Nicrophorus vespilloides) populations that are adapting to a novel social environment that lacks post-hatching parental care. We found that populations rapidly adapted to the removal of post-hatching parental care. This adaptation involved clear increases in breeding success and larval density (number of dispersing larvae produced per gram of breeding carcass), which in turn masked a concurrent increase in the mean larval mass across generations. This cryptic increase in larval mass was accomplished through a change in the reaction norm that relates mean larval mass to larval density. Our results suggest that cryptic evolution might be commonplace in animal families, because evolving trophic and social interactions can potentially mask evolutionary change in other traits, like body size."
"Lande20091435","Adaptation to an extraordinary environment by evolution of phenotypic plasticity and genetic assimilation","Lande, R.","Journal of Evolutionary Biology","1010061X","22","7","1435-1446",2009,"","10.1111/j.1420-9101.2009.01754.x","Adaptation to a sudden extreme change in environment, beyond the usual range of background environmental fluctuations, is analysed using a quantitative genetic model of phenotypic plasticity. Generations are discrete, with time lag  between a critical period for environmental influence on individual development and natural selection on adult phenotypes. The optimum phenotype, and genotypic norms of reaction, are linear functions of the environment. Reaction norm elevation and slope (plasticity) vary among genotypes. Initially, in the average background environment, the character is canalized with minimum genetic and phenotypic variance, and no correlation between reaction norm elevation and slope. The optimal plasticity is proportional to the predictability of environmental fluctuations over time lag . During the first generation in the new environment the mean fitness suddenly drops and the mean phenotype jumps towards the new optimum phenotype by plasticity. Subsequent adaptation occurs in two phases. Rapid evolution of increased plasticity allows the mean phenotype to closely approach the new optimum. The new phenotype then undergoes slow genetic assimilation, with reduction in plasticity compensated by genetic evolution of reaction norm elevation in the original environment.  2009 European Society For Evolutionary Biology."
"Lancaster2007798","Adaptive social and maternal induction of antipredator dorsal patterns in a lizard with alternative social strategies","Lancaster, L.T. and McAdam, A.G. and Wingfield, J.C. and Sinervo, B.R.","Ecology Letters","1461023X","10","9","798-808",2007,"","10.1111/j.1461-0248.2007.01069.x","Maternal effects facilitate adaptation to changing environments because they alter individual offspring traits to match current conditions. We show that maternal effects can also resolve context-dependent, correlational selection on multiple offspring traits, promoting adaptation to more complex environments. In side-blotched lizards (Uta stansburiana), two alternative pathways of dorsal pattern induction involve maternal oestradiol and alleles for throat colouration (social strategy). In one pathway, females increased yolk oestradiol when mated to yellow-throated sires; oestradiol induced dorsal barring in yellow-throated progeny of both sexes. In another pathway, females elevated yolk oestradiol in response to a high frequency of orange alleles in experimental social neighbourhoods. When the sire lacked yellow alleles, this secondary pathway resulted in striped, orange sons and striped, non-orange daughters. All maternally induced types had high fitness in the wild. These results illustrate a (previously undescribed) mechanism for females to simultaneously resolve differing correlational selection pressures on different progeny.  2007 Blackwell Publishing Ltd/CNRS."
"X.ISI.000224693300014","Additive and nonadditive genetic variation in avian personality traits","van Oers, K and Drent, PJ and de Jong, G and van Noordwijk, AJ","HEREDITY","0018-067X","93","5","496-503",2004,"NATURE PUBLISHING GROUP","10.1038/sj.hdy.6800530","Individuals of all vertebrate species differ consistently in their reactions to mildly stressful challenges. These typical reactions, described as personalities or coping strategies, have a clear genetic basis, but the structure of their inheritance in natural populations is almost unknown. We carried out a quantitative genetic analysis of two personality traits (exploration and boldness) and the combination of these two traits (early exploratory behaviour). This study was carried out on the lines resulting from a two-directional artificial selection experiment on early exploratory behaviour (EEB) of great tits (Parus major) originating from a wild population. In analyses using the original lines, reciprocal F-1 and reciprocal first backcross generations, additive, dominance, maternal effects ands sex-dependent expression of exploration, boldness and EEB were estimated. Both additive and dominant genetic effects were important determinants of phenotypic variation in exploratory behaviour and boldness. However, no sex-dependent expression was observed in either of these personality traits. These results are discussed with respect to the maintenance of genetic variation in personality traits, and the expected genetic structure of other behavioural and life history traits in general."
"Travers2016916","Additive genetic variance in polyandry enables its evolution, but polyandry is unlikely to evolve through sexy or good sperm processes","Travers, L.M. and Simmons, L.W. and Garcia-Gonzalez, F.","Journal of Evolutionary Biology","1010061X","29","5","916-928",2016,"","10.1111/jeb.12834","Polyandry is widespread despite its costs. The sexually selected sperm hypotheses ('sexy' and 'good' sperm) posit that sperm competition plays a role in the evolution of polyandry. Two poorly studied assumptions of these hypotheses are the presence of additive genetic variance in polyandry and sperm competitiveness. Using a quantitative genetic breeding design in a natural population of Drosophila melanogaster, we first established the potential for polyandry to respond to selection. We then investigated whether polyandry can evolve through sexually selected sperm processes. We measured lifetime polyandry and offensive sperm competitiveness (P2) while controlling for sampling variance due to male  male  female interactions. We also measured additive genetic variance in egg-to-adult viability and controlled for its effect on P2 estimates. Female lifetime polyandry showed significant and substantial additive genetic variance and evolvability. In contrast, we found little genetic variance or evolvability in P2 or egg-to-adult viability. Additive genetic variance in polyandry highlights its potential to respond to selection. However, the low levels of genetic variance in sperm competitiveness suggest that the evolution of polyandry may not be driven by sexy sperm or good sperm processes.  2016 European Society for Evolutionary Biology."
"Cui20161103","Admix'em: A flexible framework for forward-time simulations of hybrid populations with selection and mate choice","Cui, R. and Schumer, M. and Rosenthal, G.G.","Bioinformatics","13674803","32","7","1103-1105",2016,"","10.1093/bioinformatics/btv700","Summary: We introduce a new forward-time simulator, Admix'em, that allows for rapid and realistic simulations of admixed populations with selection. Complex selection can be achieved through user-defined fitness and mating-preference probability functions. Users can specify realistic genomic landscapes and model neutral SNPs in addition to sites under selection. Admix'em is designed to simulate selection in admixed populations but can also be used as a general population simulator. Usage and examples are in the supplement. Availability and Implementation: C ++ and OpenMP, supports 64-bit Linux/Unix-like platforms. https://github.com/melop/admixem.  2015 The Author 2015. Published by Oxford University Press. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com."
"Muir2010","Advances in selection theory including experimental demonstrations: the theory of selection with social competition","Muir, W.M. and Bijma, P. and Chen, C.Y. and Misztal, I. and Wade, M.J.","9th World Congress on Genetics Applied to Livestock Production",NA,NA,NA,NA,2010,"",NA,NA
"X.ISI.000177238500005","Advice to an aging scientist","Promislow, DEL and Pletcher, SD","MECHANISMS OF AGEING AND DEVELOPMENT","0047-6374","123","8","841-850",2002,"ELSEVIER IRELAND LTD","10.1016/S0047-6374(02)00021-0","Fifty years ago, Peter Medawar and George Williams developed two now-classic theories for the evolution of senescence. In the past 20 years, evolutionary biologists studying aging have developed explicit mathematical models of these theories, used these models to derive explicit predictions, and tested these predictions using a variety of approaches. But, we argue here, our singular focus on these models may have hindered progress in evolutionary studies of aging. Research in this area has not kept pace with dramatic advances in evolutionary theory and molecular genetics. Progress in evolutionary studies of aging will depend on a bold, integrative approach, incorporating evolutionary and molecular advances from other fields, along with the powerful statistical and mathematical tools now available. We discuss several specific examples where we may gain new insight into the causes of aging by looking to other evolutionary phenomena, including sexual conflict and the evolution of social behavior. In addition, we present new results which suggest that the analysis of gene networks may lend particular insight into the genetic underpinnings of the aging process. (C) 2002 Elsevier Science Ireland Ltd. All rights reserved."
"X.ISI.000228933200009","Aggressive behaviour of sows at mixing and maternal behaviour are heritable and genetically correlated traits","Lovendahl, P and Damgaard, LH and Nielsen, BL and Thodberg, K and Su, GS and Rydhmer, L","LIVESTOCK PRODUCTION SCIENCE","0301-6226","93","1, SI","73-85",2005,"ELSEVIER SCIENCE BV","10.1016/j.livprodsci.2004.11.008","This study was designed to estimate genetic variation in aggressive behaviour of sows at mixing, and in maternal ability for the same sows. The study included 835 sows observed for number of mild or severe aggressions performed (F\_A1, F\_A2), or received (F\_R1, F\_R2) during 30 min after grouping. Maternal ability was recorded as sows' response to vocalisation from their piglets when these were handled. Maternal behaviour was studied in 1076 sows as a body reaction (MBR) to their piglets being handled after farrowing. Genetic covariances were estimated using a multi-trait animal model, assuming traits to be normally distributed. The heritabilities of performed aggression traits were intermediate (h(2) F\_A1=0.17, h(2) F\_A2=0.24), but lower for received aggression (h(2) F\_R1=0.06, h(2) F\_R2=0.04), and heritability of maternal behaviour was also low (h(2)=0.08). Although estimates of genetic correlations had large standard errors, they indicate that less aggressive sows were stronger responding mothers (r(g)=-0.3). We conclude that performed aggression in sows is a heritable trait, and selection against aggression is possible without offsetting maternal behaviour. \&COPY; 2004 Elsevier B.V. All rights reserved."
"Kontiainen2009789","Aggressive ural owl mothers recruit more offspring","Kontiainen, P. and Pietiinen, H. and Huttunen, K. and Karell, P. and Kolunen, H. and Brommer, J.E.","Behavioral Ecology","10452249","20","4","789-796",2009,"","10.1093/beheco/arp062","Animals are thought to adjust their behavior optimally to any given environment. So-called behavioral syndromes, or consistent patterns of behavior across environments, contradict this assumption of unlimited plasticity. We studied nest defense aggressiveness of female Ural owls (244 females with 482 breeding attempts) breeding in a highly variable environment created by fluctuations in the abundance of their main prey (field and bank voles) across years. Ural owls were more aggressive when voles were increasing in density as well as when the Ural owls had large brood sizes and laid early in the season. Aggressive nest defense was highly repeatable between breeding attempts (r = 0.52  0.05 standard error), but individuals also differed in their plasticity (the extent to which they adjusted the level of their aggression to the varying food conditions). Fierce nest defenders produced more recruits to the local breeding population, but a female's survival was not affected by her intensity of nest defense. A path analysis revealed that nest defense aggressiveness, rather than its correlates vole abundance, brood size, or laying date, best explained offspring recruitment. Our findings provide an ultimate explanation for the Ural owl's extremely aggressive nest defense."
"X.ISI.000247824100003","Agonistic stress in early adolescence and its effects on reproductive effort in young adulthood","Davis, Jeff and Werre, Daniel","EVOLUTION AND HUMAN BEHAVIOR","1090-5138","28","4","228-233",2007,"ELSEVIER SCIENCE INC","10.1016/j.evolhumbehav.2007.02.003","Agonistic stress (AS) is normally associated with the suppression of fertility behavior; however, there are conditions under which the association is reversed. In this article, we investigate the effects of AS using longitudinal data from a large sample (n = 9731) of young adults in the United States. We find that repeated exposure to AS is associated with early fertility, higher fertility over a 10-year period, and low investment in long-term mating relationships. The association of AS with early fertility and mating behavior is mediated by antisocial preferences. However, the positive association between AS and fertility behavior over the long run is robust with respect to the controls in the model. We believe that our findings align well with studies showing increased reproductive effort in response to agonistic interactions with conspecifics. (C) 2007 Elsevier Inc. All rights reserved."
"Rode20171","Air-borne genotype by genotype indirect genetic effects are substantial in the filamentous fungus Aspergillus nidulans","Rode, N.O. and Soroye, P. and Kassen, R. and Rundle, H.D.","Heredity","0018067X","119","1","1-7",2017,"","10.1038/hdy.2017.9","Genotype by genotype indirect genetic effects (G  G IGEs) occur when the phenotype of an individual is influenced by an interaction between its own genotype and those of neighbour individuals. Little is known regarding the relative importance of G  G IGEs compared with other forms of direct and indirect genetic effects. We quantified the relative importance of IGEs in the filamentous fungus Aspergillus nidulans, a species in which IGEs are likely to be important as air-borne social interactions are known to affect growth. We used a collection of distantly related wild isolates, lab strains and a set of closely related mutation accumulation lines to estimate the contribution of direct and indirect genetic effects on mycelium growth rate, a key fitness component. We found that indirect genetic effects were dominated by G  G IGEs that occurred primarily between a focal genotype and its immediate neighbour within a vertical stack, and these accounted for 11% of phenotypic variation. These results indicate that G  G IGEs may be substantial, at least in some systems, and that the evolutionary importance of these interactions may be underappreciated, especially in microbes. We advocate for a wider use of the IGE framework in both applied (for example, choice of varietal mixtures in plant breeding) and evolutionary genetics (kin selection/kin competition studies).  2017 Macmillan Publishers Limited, part of Springer Nature. All rights reserved."
"X.ISI.000422957500009","Allowing nature to be nurture: a comment on Bailey et al.","Chenoweth, Stephen F. and Hunt, John","BEHAVIORAL ECOLOGY","1045-2249","29","1","16-17",2018,"OXFORD UNIV PRESS INC","10.1093/beheco/arx169",NA
"X.ISI.000329388500008","Altruism: a saga","Harman, Oren","ISRAEL JOURNAL OF ECOLOGY \& EVOLUTION","1565-9801","59","2, SI","117-124",2013,"TAYLOR \& FRANCIS LTD","10.1080/15659801.2013.827902","Recently, a number of prominent evolutionary biologists have contested the theory of kin selection and have in turn been strongly challenged by the majority of their colleagues. The heated nature of the argument over the role of kin and group selection in the evolution of altruism is a testament to the ways in which vested interests and intellectual territory disputes play out in scientific proceedings. However, a closer look at the history of attempts to understand the evolution of altruism, going back to Darwin, suggests that something more than mere academic sword-fighting is going on. There is a long history of social and biological thought intermingling and influencing each other when it comes to the study of social behavior. A consideration of this history, alongside a consideration of possible significant parallels in the evolution of sociality in nature and in man, may help to make better sense of why an entire community is up in arms about ants."
"X.ISI.000367146200001","An analysis of indirect genetic effects on adult body weight of the Pacific white shrimp Litopenaeus vannamei at low rearing density","Luan, Sheng and Luo, Kun and Chai, Zhan and Cao, Baoxiang and Meng, Xianhong and Lu, Xia and Liu, Ning and Xu, Shengyu and Kong, Jie","GENETICS SELECTION EVOLUTION","0999-193X","47",NA,NA,2015,"BMC","10.1186/s12711-015-0164-y","Background: Our aim was to estimate the genetic parameters for the direct genetic effect (DGE) and indirect genetic effects (IGE) on adult body weight in the Pacific white shrimp. IGE is the heritable effect of an individual on the trait values of its group mates. Methods: To examine IGE on body weight, 4725 shrimp from 105 tagged families were tested in multiple small test groups (MSTG). Each family was separated into three groups (15 shrimp per group) that were randomly assigned to 105 concrete tanks with shrimp from two other families. To estimate breeding values, one large test group (OLTG) in a 300 m(2) circular concrete tank was used for the communal rearing of 8398 individuals from 105 families. Body weight was measured after a growth-test period of more than 200 days. Variance components for body weight in the MSTG programs were estimated using an animal model excluding or including IGE whereas variance components in the OLTG programs were estimated using a conventional animal model that included only DGE. The correlation of DGE between MSTG and OLTG programs was estimated by a two-trait animal model that included or excluded IGE. Results: Heritability estimates for body weight from the conventional animal model in MSTG and OLTG programs were 0.26 +/- 0.13 and 0.40 +/- 0.06, respectively. The log likelihood ratio test revealed significant IGE on body weight. Total heritable variance was the sum of direct genetic variance (43.5 \%), direct-indirect genetic covariance (2.1 \%), and indirect genetic variance (54.4 \%). It represented 73 \% of the phenotypic variance and was more than two-fold greater than that (32 \%) obtained by using a classical heritability model for body weight. Correlations of DGE on body weight between MSTG and OLTG programs were intermediate regardless of whether IGE were included or not in the model. Conclusions: Our results suggest that social interactions contributed to a large part of the heritable variation in body weight. Small and non-significant direct-indirect genetic correlations implied that neutral or slightly cooperative heritable interactions, rather than competition, were dominant in this population but this may be due to the low rearing density."
